,TrajID,RNCID_1,CellID_1,AsuLevel_1,Dbm_1,SignalLevel_1,RNCID_2,CellID_2,AsuLevel_2,Dbm_2,SignalLevel_2,RNCID_3,CellID_3,AsuLevel_3,Dbm_3,SignalLevel_3,RNCID_4,CellID_4,AsuLevel_4,Dbm_4,SignalLevel_4,RNCID_5,CellID_5,AsuLevel_5,Dbm_5,SignalLevel_5,RNCID_6,CellID_6,AsuLevel_6,Dbm_6,SignalLevel_6,mode,MRTime,BSID,BSID2,BSID3,BSID4,BSID5,BSID6,Lon,Lat,Lon2,Lat2,Lon3,Lat3,Lon4,Lat4,Lon5,Lat5,Lon6,Lat6,Longitude,Latitude,gid
8296,27,6188,41148,16,-81,4,6188,41092,10,-93,3,6188.0,26051.0,11.0,-91.0,3.0,6188.0,41122.0,11.0,-91.0,3.0,6182.0,41503.0,9.0,-95.0,3.0,6188.0,41091.0,8.0,-97.0,3.0,0,1512004214279,28,25.0,1.0,29.0,33.0,80.0,121.218285,31.288788,121.217871,31.2808,121.211928,31.288649,121.216448,31.2893,121.220505,31.290893,121.211384,31.291563,121.21205079,31.28915035,12
1386,10,6188,25105,19,-75,4,6182,41139,16,-81,4,6188.0,25089.0,19.0,-75.0,4.0,6188.0,27378.0,19.0,-75.0,4.0,6188.0,27394.0,17.0,-79.0,4.0,0.0,0.0,14.0,-85.0,4.0,2,1509178834363,2,6.0,18.0,3.0,5.0,-999.0,121.211975,31.276588,121.223131,31.287758,121.211975,31.276588,121.208284,31.289647,121.208105,31.289402,-999.0,-999.0,121.21529196,31.28206964,39
12873,64,5198,42518,28,-57,4,5198,56688,23,-67,4,5198.0,49989.0,19.0,-75.0,4.0,5198.0,49988.0,20.0,-73.0,4.0,5198.0,42517.0,18.0,-77.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1524196872024,139,140.0,145.0,147.0,141.0,-999.0,121.218148,31.288526,121.22677,31.297156,121.217371,31.291607,121.228847,31.298519,121.218883,31.292806,-999.0,-999.0,121.21139738,31.28893187,77
8914,29,5198,42507,22,-69,4,5198,44572,17,-79,4,5198.0,42518.0,19.0,-75.0,4.0,5198.0,1186.0,14.0,-85.0,4.0,5198.0,42509.0,16.0,-81.0,4.0,5198.0,49989.0,13.0,-87.0,4.0,1,1523111415182,142,144.0,139.0,129.0,148.0,145.0,121.221928,31.289447,121.228681,31.256506,121.218148,31.288526,121.214195,31.287784,121.223001,31.284943,121.217371,31.291607,121.21024086,31.28710372,52
3129,13,6182,41233,24,-65,4,6182,44757,18,-77,4,6188.0,27393.0,20.0,-73.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,2,1509265369709,11,44.0,16.0,-999.0,-999.0,-999.0,121.217245,31.291334,121.213913,31.291614,121.208105,31.289402,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,121.21061949,31.29302469,102
7416,24,6188,26051,30,-53,4,6188,41146,20,-73,4,6182.0,41607.0,16.0,-81.0,4.0,6182.0,44754.0,18.0,-77.0,4.0,0.0,0.0,13.0,-87.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1510999802756,1,9.0,69.0,45.0,-999.0,-999.0,121.211928,31.288649,121.209638,31.285875,121.218675,31.293412,121.212896,31.291805,-999.0,-999.0,-999.0,-999.0,121.214393,31.2917304,30
15,0,6188,26051,25,-63,4,6182,41139,20,-73,4,6188.0,26049.0,15.0,-83.0,4.0,6188.0,27377.0,19.0,-75.0,4.0,6188.0,26050.0,18.0,-77.0,4.0,0.0,0.0,24.0,-65.0,4.0,1,1507627393761,1,6.0,10.0,8.0,7.0,-999.0,121.211928,31.288649,121.223131,31.287758,121.211928,31.288649,121.208284,31.289647,121.211928,31.288649,-999.0,-999.0,121.21424223,31.28939588,40
38,1,6188,26051,19,-75,4,6182,44757,12,-89,4,6188.0,27377.0,15.0,-83.0,4.0,6151.0,14547.0,12.0,-89.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1507727312681,1,44.0,8.0,154.0,-999.0,-999.0,121.211928,31.288649,121.213913,31.291614,121.208284,31.289647,121.252311,31.307494,-999.0,-999.0,-999.0,-999.0,121.21360115,31.29203038,30
5650,18,5198,25312,30,-53,4,5198,16058,15,-83,4,5198.0,36811.0,18.0,-77.0,4.0,5198.0,16237.0,13.0,-87.0,4.0,5198.0,23603.0,14.0,-85.0,4.0,5198.0,49663.0,13.0,-87.0,4.0,1,1509699866304,39,31.0,42.0,58.0,78.0,56.0,121.217402,31.281802,121.220639,31.281873,121.210909,31.27847,121.223069,31.282024,121.246283,31.296038,121.221488,31.282112,121.21138757,31.28465274,27
4564,16,6188,27394,29,-55,4,6188,27395,16,-81,4,6188.0,27393.0,20.0,-73.0,4.0,6182.0,41514.0,11.0,-91.0,3.0,6188.0,41094.0,10.0,-93.0,3.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1509524604469,5,4.0,16.0,91.0,24.0,-999.0,121.208105,31.289402,121.208105,31.289402,121.208105,31.289402,121.221974,31.309473,121.218479,31.276852,-999.0,-999.0,121.21224662,31.28983521,53
3771,14,6188,27395,27,-59,4,6188,27379,21,-71,4,6188.0,27378.0,17.0,-79.0,4.0,6188.0,27393.0,18.0,-77.0,4.0,6182.0,41235.0,19.0,-75.0,4.0,6188.0,21331.0,17.0,-79.0,4.0,1,1509266257491,4,37.0,3.0,16.0,12.0,15.0,121.208105,31.289402,121.208284,31.289647,121.208284,31.289647,121.208105,31.289402,121.206155,31.294312,121.203915,31.280386,121.20591441,31.28948811,75
6962,23,6188,41076,14,-85,4,6188,41149,14,-85,4,6182.0,44771.0,11.0,-91.0,3.0,6188.0,41092.0,13.0,-87.0,4.0,6188.0,41102.0,10.0,-93.0,3.0,6188.0,41017.0,11.0,-91.0,3.0,1,1510752713622,22,23.0,21.0,25.0,60.0,124.0,121.220772,31.275301,121.214295,31.280418,121.22292,31.287199,121.217871,31.2808,121.221804,31.280844,121.211232,31.279999,121.20950263,31.28427063,66
6215,19,6188,27377,29,-55,4,6188,27378,20,-73,4,6188.0,27394.0,27.0,-59.0,4.0,6188.0,26049.0,27.0,-59.0,4.0,6188.0,26051.0,27.0,-59.0,4.0,6188.0,27393.0,22.0,-69.0,4.0,1,1509940650301,8,3.0,5.0,10.0,1.0,16.0,121.208284,31.289647,121.208284,31.289647,121.208105,31.289402,121.211928,31.288649,121.211928,31.288649,121.208105,31.289402,121.2126009,31.29044165,62
1028,9,6188,27378,24,-65,4,6188,27395,22,-69,4,6188.0,27394.0,24.0,-65.0,4.0,6188.0,27379.0,17.0,-79.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,2,1509178649966,3,4.0,5.0,37.0,-999.0,-999.0,121.208284,31.289647,121.208105,31.289402,121.208105,31.289402,121.208284,31.289647,-999.0,-999.0,-999.0,-999.0,121.20910676,31.28398472,46
2396,12,6188,25105,20,-73,4,6188,25089,19,-75,4,6188.0,27378.0,19.0,-75.0,4.0,6188.0,27394.0,16.0,-81.0,4.0,6182.0,41139.0,18.0,-77.0,4.0,6188.0,25633.0,14.0,-85.0,4.0,2,1509180494561,2,18.0,3.0,5.0,6.0,43.0,121.211975,31.276588,121.211975,31.276588,121.208284,31.289647,121.208105,31.289402,121.223131,31.287758,121.215471,31.274783,121.21414621,31.28400872,47
8432,27,6188,22673,18,-77,4,6188,22673,17,-79,4,6182.0,41503.0,8.0,-97.0,3.0,6182.0,44771.0,10.0,-93.0,3.0,6188.0,41122.0,10.0,-93.0,3.0,6188.0,41123.0,11.0,-91.0,3.0,0,1512004496988,32,32.0,33.0,21.0,29.0,27.0,121.213001,31.289531,121.213001,31.289531,121.220505,31.290893,121.22292,31.287199,121.216448,31.2893,121.218509,31.286137,121.21306677,31.2893068,99
11344,49,5198,42507,11,-91,3,5198,42518,8,-97,3,0.0,0.0,9.0,-95.0,3.0,5198.0,42509.0,9.0,-95.0,3.0,5198.0,42508.0,7.0,-99.0,2.0,0.0,0.0,8.0,-97.0,3.0,0,1523874306637,142,139.0,-999.0,148.0,146.0,-999.0,121.221928,31.289447,121.218148,31.288526,-999.0,-999.0,121.223001,31.284943,121.226213,31.283596,-999.0,-999.0,121.20962018,31.28423302,24
10921,48,5198,42507,27,-59,4,5198,42509,21,-71,4,5198.0,42518.0,19.0,-75.0,4.0,5198.0,50809.0,16.0,-81.0,4.0,5198.0,44572.0,16.0,-81.0,4.0,5198.0,42508.0,16.0,-81.0,4.0,0,1523871275083,142,148.0,139.0,149.0,144.0,146.0,121.221928,31.289447,121.223001,31.284943,121.218148,31.288526,121.229014,31.288648,121.228681,31.256506,121.226213,31.283596,121.21203158,31.28530395,58
12400,63,5198,56688,22,-69,4,5198,56689,10,-93,3,5198.0,42517.0,10.0,-93.0,3.0,5198.0,57368.0,9.0,-95.0,3.0,5198.0,49988.0,10.0,-93.0,3.0,5198.0,49989.0,9.0,-95.0,3.0,0,1524189345658,140,137.0,141.0,157.0,147.0,145.0,121.22677,31.297156,121.211317,31.291577,121.218883,31.292806,121.207295,31.294584,121.228847,31.298519,121.217371,31.291607,121.21300322,31.28909814,99
398,6,6188,27377,28,-57,4,6188,27393,21,-71,4,0.0,0.0,23.0,-67.0,4.0,6188.0,27394.0,22.0,-69.0,4.0,6182.0,41233.0,26.0,-61.0,4.0,6188.0,27378.0,23.0,-67.0,4.0,0,1508477433278,8,16.0,-999.0,5.0,11.0,3.0,121.208284,31.289647,121.208105,31.289402,-999.0,-999.0,121.208105,31.289402,121.217245,31.291334,121.208284,31.289647,121.21321186,31.29224561,3
3455,13,6182,13666,14,-85,4,6182,13698,16,-81,4,6182.0,13394.0,14.0,-85.0,4.0,0.0,0.0,14.0,-85.0,4.0,0.0,0.0,13.0,-87.0,4.0,0.0,0.0,13.0,-87.0,4.0,2,1509265715602,13,20.0,40.0,-999.0,-999.0,-999.0,121.191709,31.287846,121.191709,31.287846,121.202787,31.292964,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,121.2069459,31.2851755,56
618,7,6188,27394,27,-59,4,6188,27378,20,-73,4,6188.0,26051.0,28.0,-57.0,4.0,6188.0,27393.0,25.0,-63.0,4.0,6188.0,26049.0,25.0,-63.0,4.0,6188.0,27377.0,28.0,-57.0,4.0,1,1508593923642,5,3.0,1.0,16.0,10.0,8.0,121.208105,31.289402,121.208284,31.289647,121.211928,31.288649,121.208105,31.289402,121.211928,31.288649,121.208284,31.289647,121.21296773,31.29130927,48
5799,18,5198,16058,23,-67,4,5198,49663,6,-101,2,5198.0,17029.0,8.0,-97.0,3.0,5198.0,64092.0,8.0,-97.0,3.0,5198.0,16237.0,7.0,-99.0,2.0,0.0,0.0,5.0,-103.0,2.0,1,1509700171907,31,56.0,35.0,72.0,58.0,-999.0,121.220639,31.281873,121.221488,31.282112,121.221816,31.293837,121.23006,31.302692,121.223069,31.282024,-999.0,-999.0,121.2136105,31.28795621,61
930,8,5198,25312,21,-71,4,5198,16058,15,-83,4,5198.0,36811.0,15.0,-83.0,4.0,5198.0,25311.0,12.0,-89.0,4.0,5198.0,16237.0,15.0,-83.0,4.0,5198.0,49663.0,15.0,-83.0,4.0,2,1508921451463,39,31.0,42.0,86.0,58.0,56.0,121.217402,31.281802,121.220639,31.281873,121.210909,31.27847,121.220183,31.278542,121.223069,31.282024,121.221488,31.282112,121.21650327,31.28399489,31
7927,26,6188,41076,17,-79,4,6188,41092,16,-81,4,6188.0,41149.0,19.0,-75.0,4.0,6182.0,44771.0,14.0,-85.0,4.0,0.0,0.0,15.0,-83.0,4.0,0.0,0.0,11.0,-91.0,3.0,1,1511267927787,22,25.0,23.0,21.0,-999.0,-999.0,121.220772,31.275301,121.217871,31.2808,121.214295,31.280418,121.22292,31.287199,-999.0,-999.0,-999.0,-999.0,121.21008598,31.28478566,66
409,6,6188,27377,29,-55,4,6188,27393,20,-73,4,6188.0,26049.0,23.0,-67.0,4.0,6188.0,27394.0,23.0,-67.0,4.0,6188.0,27378.0,21.0,-71.0,4.0,6188.0,26051.0,25.0,-63.0,4.0,0,1508477467115,8,16.0,10.0,5.0,3.0,1.0,121.208284,31.289647,121.208105,31.289402,121.211928,31.288649,121.208105,31.289402,121.208284,31.289647,121.211928,31.288649,121.21282447,31.2910268,48
2697,13,6188,25105,18,-77,4,6188,27378,14,-85,4,6188.0,25763.0,14.0,-85.0,4.0,6188.0,27394.0,15.0,-83.0,4.0,6188.0,25859.0,13.0,-87.0,4.0,6182.0,41139.0,15.0,-83.0,4.0,2,1509264911284,2,3.0,73.0,5.0,62.0,6.0,121.211975,31.276588,121.208284,31.289647,121.218483,31.276604,121.208105,31.289402,121.233472,31.273558,121.223131,31.287758,121.21640727,31.28369636,31
6314,20,6188,27377,26,-61,4,6188,27394,22,-69,4,6188.0,41146.0,20.0,-73.0,4.0,6188.0,27393.0,21.0,-71.0,4.0,6188.0,26049.0,22.0,-69.0,4.0,6188.0,26051.0,28.0,-57.0,4.0,2,1510136299503,8,5.0,9.0,16.0,10.0,1.0,121.208284,31.289647,121.208105,31.289402,121.209638,31.285875,121.208105,31.289402,121.211928,31.288649,121.211928,31.288649,121.21375477,31.29183957,30
7283,23,6188,41148,29,-55,4,6188,41149,25,-63,4,6188.0,41124.0,21.0,-71.0,4.0,6188.0,41091.0,23.0,-67.0,4.0,6188.0,41122.0,28.0,-57.0,4.0,6188.0,41092.0,26.0,-61.0,4.0,1,1510753055209,28,23.0,26.0,80.0,29.0,25.0,121.218285,31.288788,121.214295,31.280418,121.212407,31.282261,121.211384,31.291563,121.216448,31.2893,121.217871,31.2808,121.21324501,31.29207928,3
8737,27,5198,20608,17,-79,4,5198,17029,13,-87,4,5198.0,64581.0,10.0,-93.0,3.0,0.0,0.0,11.0,-91.0,3.0,5198.0,47653.0,9.0,-95.0,3.0,5198.0,23603.0,12.0,-89.0,4.0,0,1512005131161,34,35.0,57.0,-999.0,107.0,78.0,121.221072,31.257603,121.221816,31.293837,121.246342,31.274067,-999.0,-999.0,121.252905,31.249036,121.246283,31.296038,121.2108963,31.28445875,27
10309,41,5198,42517,31,-51,4,5198,49989,19,-75,4,5198.0,56688.0,21.0,-71.0,4.0,5198.0,42519.0,21.0,-71.0,4.0,5198.0,57368.0,16.0,-81.0,4.0,0.0,0.0,15.0,-83.0,4.0,1,1523514644271,141,145.0,140.0,143.0,157.0,-999.0,121.218883,31.292806,121.217371,31.291607,121.22677,31.297156,121.217792,31.288293,121.207295,31.294584,-999.0,-999.0,121.2088496,31.28990168,127
13174,68,5198,42518,19,-75,4,5198,42509,15,-83,4,5198.0,42519.0,17.0,-79.0,4.0,5198.0,42517.0,13.0,-87.0,4.0,5198.0,42507.0,20.0,-73.0,4.0,5198.0,42508.0,11.0,-91.0,3.0,1,1524301706280,139,148.0,143.0,141.0,142.0,146.0,121.218148,31.288526,121.223001,31.284943,121.217792,31.288293,121.218883,31.292806,121.221928,31.289447,121.226213,31.283596,121.20980568,31.28634776,10
5777,18,5198,16059,17,-79,4,5198,20608,10,-93,3,5198.0,49663.0,11.0,-91.0,3.0,5198.0,16059.0,13.0,-87.0,4.0,0.0,0.0,10.0,-93.0,3.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1509700126795,36,34.0,56.0,36.0,-999.0,-999.0,121.209767,31.284987,121.221072,31.257603,121.221488,31.282112,121.209767,31.284987,-999.0,-999.0,-999.0,-999.0,121.21310082,31.28728783,133
7100,23,6188,41149,24,-65,4,6188,41148,18,-77,4,6188.0,41093.0,19.0,-75.0,4.0,6188.0,41124.0,21.0,-71.0,4.0,6188.0,41092.0,22.0,-69.0,4.0,0.0,0.0,16.0,-81.0,4.0,1,1510752860500,23,28.0,79.0,26.0,25.0,-999.0,121.214295,31.280418,121.218285,31.288788,121.206472,31.284913,121.212407,31.282261,121.217871,31.2808,-999.0,-999.0,121.20988964,31.2866258,10
3143,13,6182,41233,25,-63,4,6182,44757,18,-77,4,6188.0,27393.0,20.0,-73.0,4.0,6188.0,27377.0,20.0,-73.0,4.0,6182.0,44775.0,21.0,-71.0,4.0,6182.0,44754.0,16.0,-81.0,4.0,2,1509265384474,11,44.0,16.0,8.0,48.0,45.0,121.217245,31.291334,121.213913,31.291614,121.208105,31.289402,121.208284,31.289647,121.223129,31.291293,121.212896,31.291805,121.20994274,31.29315184,35
2703,13,6188,25105,17,-79,4,6188,27378,14,-85,4,6188.0,25763.0,13.0,-87.0,4.0,6188.0,27394.0,15.0,-83.0,4.0,6188.0,25859.0,12.0,-89.0,4.0,6182.0,41139.0,16.0,-81.0,4.0,2,1509264917731,2,3.0,73.0,5.0,62.0,6.0,121.211975,31.276588,121.208284,31.289647,121.218483,31.276604,121.208105,31.289402,121.233472,31.273558,121.223131,31.287758,121.21648422,31.28383788,31
13164,68,5198,42518,20,-73,4,5198,42509,19,-75,4,5198.0,42508.0,14.0,-85.0,4.0,5198.0,44572.0,12.0,-89.0,4.0,5198.0,42518.0,21.0,-71.0,4.0,5198.0,42519.0,16.0,-81.0,4.0,1,1524301675568,139,148.0,146.0,144.0,139.0,143.0,121.218148,31.288526,121.223001,31.284943,121.226213,31.283596,121.228681,31.256506,121.218148,31.288526,121.217792,31.288293,121.20996625,31.28552244,103
7986,26,6188,41149,20,-73,4,6188,41092,20,-73,4,6188.0,41124.0,20.0,-73.0,4.0,6188.0,41148.0,17.0,-79.0,4.0,6188.0,41093.0,18.0,-77.0,4.0,6188.0,41076.0,16.0,-81.0,4.0,1,1511267990626,23,25.0,26.0,28.0,79.0,22.0,121.214295,31.280418,121.217871,31.2808,121.212407,31.282261,121.218285,31.288788,121.206472,31.284913,121.220772,31.275301,121.21001591,31.28680759,10
12898,65,5198,56688,13,-87,4,5198,42518,10,-93,3,5198.0,49988.0,7.0,-99.0,2.0,5198.0,49989.0,8.0,-97.0,3.0,5198.0,56689.0,10.0,-93.0,3.0,5198.0,17029.0,8.0,-97.0,3.0,1,1524218224439,140,139.0,147.0,145.0,137.0,35.0,121.22677,31.297156,121.218148,31.288526,121.228847,31.298519,121.217371,31.291607,121.211317,31.291577,121.221816,31.293837,121.21341115,31.28757219,133
7005,23,6188,41076,17,-79,4,6188,41149,17,-79,4,6188.0,41092.0,16.0,-81.0,4.0,6188.0,41118.0,16.0,-81.0,4.0,6188.0,41075.0,15.0,-83.0,4.0,6188.0,41154.0,16.0,-81.0,4.0,1,1510752759250,22,23.0,25.0,75.0,68.0,51.0,121.220772,31.275301,121.214295,31.280418,121.217871,31.2808,121.220457,31.275258,121.223293,31.284386,121.217258,31.277603,121.20998851,31.28451919,66
4149,14,6188,25761,14,-85,4,6182,41139,17,-79,4,6182.0,44775.0,13.0,-87.0,4.0,6188.0,25089.0,14.0,-85.0,4.0,6188.0,27394.0,15.0,-83.0,4.0,6188.0,25859.0,13.0,-87.0,4.0,1,1509266658711,17,6.0,48.0,18.0,5.0,62.0,121.224621,31.278733,121.223131,31.287758,121.223129,31.291293,121.211975,31.276588,121.208105,31.289402,121.233472,31.273558,121.21561154,31.28260371,128
6091,19,6188,41094,15,-83,4,6188,26051,19,-75,4,6188.0,27394.0,20.0,-73.0,4.0,6188.0,27378.0,17.0,-79.0,4.0,6188.0,41154.0,16.0,-81.0,4.0,6182.0,44771.0,16.0,-81.0,4.0,1,1509940518741,24,1.0,5.0,3.0,51.0,21.0,121.218479,31.276852,121.211928,31.288649,121.208105,31.289402,121.208284,31.289647,121.217258,31.277603,121.22292,31.287199,121.21411568,31.28673285,110
4150,14,6188,25761,15,-83,4,6182,41139,17,-79,4,6182.0,44775.0,13.0,-87.0,4.0,6188.0,25089.0,14.0,-85.0,4.0,6188.0,27394.0,15.0,-83.0,4.0,6188.0,25763.0,16.0,-81.0,4.0,1,1509266659778,17,6.0,48.0,18.0,5.0,73.0,121.224621,31.278733,121.223131,31.287758,121.223129,31.291293,121.211975,31.276588,121.208105,31.289402,121.218483,31.276604,121.21561154,31.28260371,128
4891,16,6188,21331,16,-81,4,6188,40957,17,-79,4,0.0,0.0,19.0,-75.0,4.0,0.0,0.0,17.0,-79.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1509525150172,15,19.0,-999.0,-999.0,-999.0,-999.0,121.203915,31.280386,121.198241,31.279433,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,121.20673836,31.28528011,56
8458,27,6188,22673,17,-79,4,6188,22673,17,-79,4,6182.0,41503.0,8.0,-97.0,3.0,6182.0,44771.0,10.0,-93.0,3.0,6188.0,41122.0,10.0,-93.0,3.0,6188.0,41123.0,11.0,-91.0,3.0,0,1512004551045,32,32.0,33.0,21.0,29.0,27.0,121.213001,31.289531,121.213001,31.289531,121.220505,31.290893,121.22292,31.287199,121.216448,31.2893,121.218509,31.286137,121.21306677,31.2893068,99
8427,27,6188,22673,19,-75,4,6188,22673,17,-79,4,6182.0,41503.0,8.0,-97.0,3.0,6182.0,44771.0,10.0,-93.0,3.0,6188.0,41122.0,10.0,-93.0,3.0,6188.0,41123.0,11.0,-91.0,3.0,0,1512004486539,32,32.0,33.0,21.0,29.0,27.0,121.213001,31.289531,121.213001,31.289531,121.220505,31.290893,121.22292,31.287199,121.216448,31.2893,121.218509,31.286137,121.21306677,31.2893068,99
8123,26,6188,41092,27,-59,4,6188,41124,22,-69,4,6188.0,41148.0,29.0,-55.0,4.0,6188.0,41122.0,28.0,-57.0,4.0,6188.0,41091.0,25.0,-63.0,4.0,6182.0,41503.0,21.0,-71.0,4.0,1,1511268137008,25,26.0,28.0,29.0,80.0,33.0,121.217871,31.2808,121.212407,31.282261,121.218285,31.288788,121.216448,31.2893,121.211384,31.291563,121.220505,31.290893,121.21321524,31.29192692,3
7659,25,6188,41148,27,-59,4,6188,41092,25,-63,4,6188.0,41149.0,19.0,-75.0,4.0,6188.0,41122.0,27.0,-59.0,4.0,6182.0,41607.0,19.0,-75.0,4.0,0.0,0.0,18.0,-77.0,4.0,1,1511175135934,28,25.0,23.0,29.0,69.0,-999.0,121.218285,31.288788,121.217871,31.2808,121.214295,31.280418,121.216448,31.2893,121.218675,31.293412,-999.0,-999.0,121.21163622,31.28956038,12
9121,31,5198,56688,30,-53,4,5198,49988,18,-77,4,5198.0,49989.0,20.0,-73.0,4.0,5198.0,42517.0,14.0,-85.0,4.0,5198.0,42518.0,19.0,-75.0,4.0,5198.0,56689.0,15.0,-83.0,4.0,1,1523278938440,140,147.0,145.0,141.0,139.0,137.0,121.22677,31.297156,121.228847,31.298519,121.217371,31.291607,121.218883,31.292806,121.218148,31.288526,121.211317,31.291577,121.21275825,31.29052298,62
2371,12,6188,26050,20,-73,4,6188,27377,16,-81,4,6188.0,26051.0,16.0,-81.0,4.0,6188.0,27394.0,18.0,-77.0,4.0,6188.0,27314.0,19.0,-75.0,4.0,6182.0,41139.0,20.0,-73.0,4.0,2,1509180442730,7,8.0,1.0,5.0,52.0,6.0,121.211928,31.288649,121.208284,31.289647,121.211928,31.288649,121.208105,31.289402,121.218167,31.28458,121.223131,31.287758,121.21344184,31.28595119,57
6458,20,6182,44771,31,-51,4,6182,44772,28,-57,4,6188.0,41067.0,22.0,-69.0,4.0,0.0,0.0,18.0,-77.0,4.0,6188.0,41094.0,18.0,-77.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,2,1510136452318,21,41.0,156.0,-999.0,24.0,-999.0,121.22292,31.287199,121.222617,31.290824,121.228703,31.288738,-999.0,-999.0,121.218479,31.276852,-999.0,-999.0,121.2181647,31.28989538,4
2980,13,6188,26051,28,-57,4,6188,26050,9,-95,3,6188.0,27394.0,11.0,-91.0,3.0,6182.0,41139.0,10.0,-93.0,3.0,6188.0,27377.0,13.0,-87.0,4.0,6182.0,44757.0,11.0,-91.0,3.0,2,1509265211572,1,7.0,5.0,6.0,8.0,44.0,121.211928,31.288649,121.211928,31.288649,121.208105,31.289402,121.223131,31.287758,121.208284,31.289647,121.213913,31.291614,121.21442929,31.29183403,30
4269,14,6188,25105,19,-75,4,6182,41139,15,-83,4,6188.0,27378.0,19.0,-75.0,4.0,6188.0,27394.0,20.0,-73.0,4.0,6188.0,25633.0,15.0,-83.0,4.0,6188.0,25089.0,16.0,-81.0,4.0,1,1509266786004,2,6.0,3.0,5.0,43.0,18.0,121.211975,31.276588,121.223131,31.287758,121.208284,31.289647,121.208105,31.289402,121.215471,31.274783,121.211975,31.276588,121.21275843,31.2849894,69
3762,14,6188,27395,29,-55,4,6188,27379,22,-69,4,6188.0,27378.0,19.0,-75.0,4.0,6188.0,27393.0,21.0,-71.0,4.0,6182.0,41235.0,21.0,-71.0,4.0,6188.0,21331.0,17.0,-79.0,4.0,1,1509266247822,4,37.0,3.0,16.0,12.0,15.0,121.208105,31.289402,121.208284,31.289647,121.208284,31.289647,121.208105,31.289402,121.206155,31.294312,121.203915,31.280386,121.20562573,31.28919594,75
6336,20,6188,26051,23,-67,4,6188,27394,17,-79,4,6188.0,41146.0,22.0,-69.0,4.0,6188.0,27377.0,21.0,-71.0,4.0,6182.0,44757.0,17.0,-79.0,4.0,0.0,0.0,16.0,-81.0,4.0,2,1510136322865,1,5.0,9.0,8.0,44.0,-999.0,121.211928,31.288649,121.208105,31.289402,121.209638,31.285875,121.208284,31.289647,121.213913,31.291614,-999.0,-999.0,121.21447672,31.29129701,120
9240,32,5198,42518,24,-65,4,5198,42508,13,-87,4,5198.0,42509.0,21.0,-71.0,4.0,5198.0,42519.0,17.0,-79.0,4.0,5198.0,42517.0,15.0,-83.0,4.0,5198.0,43857.0,12.0,-89.0,4.0,2,1523364264984,139,146.0,148.0,143.0,141.0,151.0,121.218148,31.288526,121.226213,31.283596,121.223001,31.284943,121.217792,31.288293,121.218883,31.292806,121.2145,31.290457,121.20947485,31.28592317,103
8783,27,5198,16058,11,-91,3,5198,20608,12,-89,4,5198.0,17029.0,13.0,-87.0,4.0,5198.0,64092.0,11.0,-91.0,3.0,5198.0,16059.0,14.0,-85.0,4.0,0.0,0.0,7.0,-99.0,2.0,0,1512005227259,31,34.0,35.0,72.0,36.0,-999.0,121.220639,31.281873,121.221072,31.257603,121.221816,31.293837,121.23006,31.302692,121.209767,31.284987,-999.0,-999.0,121.20958445,31.28423992,66
782,8,5198,38198,30,-53,4,5198,38197,21,-71,4,0.0,0.0,16.0,-81.0,4.0,5198.0,16057.0,14.0,-85.0,4.0,5198.0,16059.0,18.0,-77.0,4.0,5198.0,16058.0,15.0,-83.0,4.0,2,1508920997469,38,64.0,-999.0,63.0,36.0,31.0,121.206769,31.28681,121.198321,31.29532,-999.0,-999.0,121.221136,31.293876,121.209767,31.284987,121.220639,31.281873,121.20205611,31.29085083,51
8585,27,5198,16058,17,-79,4,5198,16059,7,-99,2,5198.0,17029.0,8.0,-97.0,3.0,5198.0,49663.0,8.0,-97.0,3.0,5198.0,64092.0,9.0,-95.0,3.0,5198.0,20608.0,9.0,-95.0,3.0,0,1512004815014,31,36.0,35.0,56.0,72.0,34.0,121.220639,31.281873,121.209767,31.284987,121.221816,31.293837,121.221488,31.282112,121.23006,31.302692,121.221072,31.257603,121.21300722,31.2873876,133
4894,16,6188,40957,15,-83,4,0,0,18,-77,4,6188.0,21331.0,16.0,-81.0,4.0,0.0,0.0,20.0,-73.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1509525153395,19,-999.0,15.0,-999.0,-999.0,-999.0,121.198241,31.279433,-999.0,-999.0,121.203915,31.280386,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,121.20683002,31.28519533,56
