,TrajID,RNCID_1,CellID_1,AsuLevel_1,Dbm_1,SignalLevel_1,RNCID_2,CellID_2,AsuLevel_2,Dbm_2,SignalLevel_2,RNCID_3,CellID_3,AsuLevel_3,Dbm_3,SignalLevel_3,RNCID_4,CellID_4,AsuLevel_4,Dbm_4,SignalLevel_4,RNCID_5,CellID_5,AsuLevel_5,Dbm_5,SignalLevel_5,RNCID_6,CellID_6,AsuLevel_6,Dbm_6,SignalLevel_6,mode,MRTime,BSID,BSID2,BSID3,BSID4,BSID5,BSID6,Lon,Lat,Lon2,Lat2,Lon3,Lat3,Lon4,Lat4,Lon5,Lat5,Lon6,Lat6,Longitude,Latitude,gid
2150,16,6153,28032,29,-55,4,6153,27903,23,-67,4,6153.0,28021.0,19.0,-75.0,4.0,6362.0,30073.0,20.0,-73.0,4.0,6362.0,30071.0,18.0,-77.0,4.0,6362.0,29966.0,18.0,-77.0,4.0,1,1.51e+12,18,19.0,22.0,55.0,64.0,56.0,121.50187,31.284054,121.494429,31.278097,121.499699,31.276899,121.507842,31.28561,121.503121,31.288529,121.507277,31.283308,121.5016902,31.28446309,49
5452,21,4199,29752,27,-59,4,4199,12499,20,-73,4,4199.0,29753.0,20.0,-73.0,4.0,4199.0,18539.0,23.0,-67.0,4.0,4199.0,18537.0,2.0,-109.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1.53e+12,6,1.0,5.0,13.0,26.0,-999.0,121.494757,31.284161,121.485106,31.285941,121.492659,31.283734,121.499165,31.284763,121.499263,31.287606,-999.0,-999.0,121.4956923,31.28488125,50
1861,15,6362,29966,26,-61,4,6362,29968,17,-79,4,6362.0,30075.0,25.0,-63.0,4.0,6362.0,30073.0,27.0,-59.0,4.0,6362.0,29967.0,15.0,-83.0,4.0,6362.0,30074.0,13.0,-87.0,4.0,0,1.51e+12,56,52.0,40.0,55.0,47.0,48.0,121.507277,31.283308,121.504264,31.277168,121.505676,31.279911,121.507842,31.28561,121.511947,31.281646,121.51078,31.282514,121.508061,31.28220061,60
2041,16,6153,28033,31,-51,4,6153,27902,23,-67,4,6153.0,27903.0,25.0,-63.0,4.0,6153.0,27913.0,27.0,-59.0,4.0,6153.0,28021.0,27.0,-59.0,4.0,6153.0,28020.0,28.0,-57.0,4.0,1,1.51e+12,21,37.0,19.0,38.0,22.0,25.0,121.497323,31.285173,121.503581,31.28534,121.494429,31.278097,121.498646,31.28425,121.499699,31.276899,121.498923,31.281691,121.4982234,31.28354369,32
3549,17,6153,28033,29,-55,4,6153,28031,21,-71,4,6153.0,27913.0,20.0,-73.0,4.0,6153.0,27911.0,19.0,-75.0,4.0,6153.0,28024.0,15.0,-83.0,4.0,6153.0,27902.0,19.0,-75.0,4.0,0,1.52e+12,21,24.0,38.0,43.0,89.0,37.0,121.497323,31.285173,121.495261,31.288196,121.498646,31.28425,121.498572,31.286194,121.494823,31.285815,121.503581,31.28534,121.4954915,31.28528655,50
1971,16,6153,28020,31,-51,4,6153,27902,25,-63,4,6153.0,28021.0,21.0,-71.0,4.0,6153.0,28033.0,26.0,-61.0,4.0,6153.0,27903.0,25.0,-63.0,4.0,6153.0,27913.0,24.0,-65.0,4.0,1,1.51e+12,25,37.0,22.0,21.0,19.0,38.0,121.498923,31.281691,121.503581,31.28534,121.499699,31.276899,121.497323,31.285173,121.494429,31.278097,121.498646,31.28425,121.4961426,31.2831368,2
5253,21,4199,29742,31,-51,4,4199,29753,19,-75,4,4199.0,29752.0,18.0,-77.0,4.0,4199.0,12499.0,25.0,-63.0,4.0,0.0,0.0,20.0,-73.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1.53e+12,12,5.0,6.0,1.0,-999.0,-999.0,121.495039,31.296587,121.492659,31.283734,121.494757,31.284161,121.485106,31.285941,-999.0,-999.0,-999.0,-999.0,121.4950576,31.28659533,53
3308,17,6153,28021,31,-51,4,6153,27903,24,-65,4,6153.0,27913.0,31.0,-51.0,4.0,6153.0,27902.0,24.0,-65.0,4.0,6153.0,28033.0,25.0,-63.0,4.0,6153.0,28032.0,24.0,-65.0,4.0,0,1.52e+12,22,19.0,38.0,37.0,21.0,18.0,121.499699,31.276899,121.494429,31.278097,121.498646,31.28425,121.503581,31.28534,121.497323,31.285173,121.50187,31.284054,121.5101522,31.27946348,3
4493,19,6153,28032,26,-61,4,6153,27912,22,-69,4,6153.0,27903.0,20.0,-73.0,4.0,6153.0,28021.0,19.0,-75.0,4.0,6153.0,28033.0,17.0,-79.0,4.0,6153.0,27913.0,17.0,-79.0,4.0,0,1.53e+12,18,23.0,19.0,22.0,21.0,38.0,121.50187,31.284054,121.501757,31.285306,121.494429,31.278097,121.499699,31.276899,121.497323,31.285173,121.498646,31.28425,121.5003819,31.2840123,13
5097,20,6153,28024,20,-73,4,6153,27913,17,-79,4,6153.0,28031.0,18.0,-77.0,4.0,6153.0,27902.0,15.0,-83.0,4.0,6153.0,28020.0,15.0,-83.0,4.0,6153.0,28033.0,21.0,-71.0,4.0,1,1.53e+12,89,38.0,24.0,37.0,25.0,21.0,121.494823,31.285815,121.498646,31.28425,121.495261,31.288196,121.503581,31.28534,121.498923,31.281691,121.497323,31.285173,121.4944272,31.28566989,11
5049,20,6153,27905,18,-77,4,6153,27913,17,-79,4,6153.0,28031.0,17.0,-79.0,4.0,6153.0,28033.0,20.0,-73.0,4.0,6153.0,28024.0,21.0,-71.0,4.0,6153.0,27902.0,16.0,-81.0,4.0,1,1.53e+12,87,38.0,24.0,21.0,89.0,37.0,121.486917,31.274206,121.498646,31.28425,121.495261,31.288196,121.497323,31.285173,121.494823,31.285815,121.503581,31.28534,121.494249,31.28510959,34
5805,22,6153,27913,27,-59,4,6153,28031,25,-63,4,6153.0,27911.0,21.0,-71.0,4.0,6153.0,28033.0,27.0,-59.0,4.0,6153.0,28021.0,21.0,-71.0,4.0,6153.0,27903.0,21.0,-71.0,4.0,1,1.53e+12,38,24.0,43.0,21.0,22.0,19.0,121.498646,31.28425,121.495261,31.288196,121.498572,31.286194,121.497323,31.285173,121.499699,31.276899,121.494429,31.278097,121.4993682,31.28502481,20
4303,18,6153,27902,17,-79,4,6153,28020,17,-79,4,6153.0,27903.0,14.0,-85.0,4.0,6153.0,28031.0,18.0,-77.0,4.0,6153.0,27911.0,14.0,-85.0,4.0,6153.0,28033.0,21.0,-71.0,4.0,1,1.53e+12,37,25.0,19.0,24.0,43.0,21.0,121.503581,31.28534,121.498923,31.281691,121.494429,31.278097,121.495261,31.288196,121.498572,31.286194,121.497323,31.285173,121.4959581,31.28619205,1
1004,8,4199,29753,19,-75,4,4199,18468,27,-59,4,4199.0,29752.0,18.0,-77.0,4.0,4199.0,18467.0,26.0,-61.0,4.0,4199.0,18619.0,15.0,-83.0,4.0,-1.0,0.0,-1.0,-1.0,-1.0,0,1.52e+12,5,17.0,6.0,2.0,16.0,-999.0,121.492659,31.283734,121.497084,31.281895,121.494757,31.284161,121.496847,31.283612,121.499258,31.288113,-999.0,-999.0,121.4986036,31.28334291,22
1162,10,4199,29752,30,-53,4,4199,29742,20,-73,4,4199.0,18539.0,18.0,-77.0,4.0,4199.0,29753.0,27.0,-59.0,4.0,4199.0,18638.0,19.0,-75.0,4.0,4199.0,18467.0,23.0,-67.0,4.0,1,1.52e+12,6,12.0,13.0,5.0,10.0,2.0,121.494757,31.284161,121.495039,31.296587,121.499165,31.284763,121.492659,31.283734,121.492016,31.295198,121.496847,31.283612,121.4955444,31.28435103,37
4534,19,6153,27903,28,-57,4,6153,27912,16,-81,4,6153.0,28021.0,20.0,-73.0,4.0,6153.0,27913.0,18.0,-77.0,4.0,6153.0,28020.0,18.0,-77.0,4.0,6153.0,28032.0,22.0,-69.0,4.0,0,1.53e+12,19,23.0,22.0,38.0,25.0,18.0,121.494429,31.278097,121.501757,31.285306,121.499699,31.276899,121.498646,31.28425,121.498923,31.281691,121.50187,31.284054,121.4997052,31.2841333,13
3888,18,6153,28031,22,-69,4,6153,27912,10,-93,3,6153.0,27913.0,11.0,-91.0,3.0,6185.0,28102.0,10.0,-93.0,3.0,6153.0,27903.0,9.0,-95.0,3.0,6153.0,28033.0,10.0,-93.0,3.0,1,1.53e+12,24,23.0,38.0,91.0,19.0,21.0,121.495261,31.288196,121.501757,31.285306,121.498646,31.28425,121.480695,31.295819,121.494429,31.278097,121.497323,31.285173,121.4994153,31.28745197,56
6118,22,6153,27912,31,-51,4,6153,27903,18,-77,4,6153.0,28032.0,26.0,-61.0,4.0,6153.0,28021.0,18.0,-77.0,4.0,6362.0,30071.0,15.0,-83.0,4.0,6362.0,29964.0,14.0,-85.0,4.0,1,1.53e+12,23,19.0,18.0,22.0,64.0,65.0,121.501757,31.285306,121.494429,31.278097,121.50187,31.284054,121.499699,31.276899,121.503121,31.288529,121.501896,31.289365,121.502668,31.28406962,49
3504,17,6153,28033,31,-51,4,6153,27902,19,-75,4,6153.0,28031.0,21.0,-71.0,4.0,6153.0,27905.0,24.0,-65.0,4.0,6153.0,27913.0,26.0,-61.0,4.0,6153.0,28025.0,23.0,-67.0,4.0,0,1.52e+12,21,37.0,24.0,87.0,38.0,88.0,121.497323,31.285173,121.503581,31.28534,121.495261,31.288196,121.486917,31.274206,121.498646,31.28425,121.494803,31.283465,121.4967821,31.28346399,33
1229,12,6153,28020,31,-51,4,6153,28033,22,-69,4,6153.0,27903.0,26.0,-61.0,4.0,6153.0,27902.0,25.0,-63.0,4.0,6153.0,28021.0,17.0,-79.0,4.0,6153.0,27913.0,21.0,-71.0,4.0,0,1.52e+12,25,21.0,19.0,37.0,22.0,38.0,121.498923,31.281691,121.497323,31.285173,121.494429,31.278097,121.503581,31.28534,121.499699,31.276899,121.498646,31.28425,121.49635,31.28278763,36
5112,20,6153,28024,26,-61,4,6153,27913,17,-79,4,6153.0,28031.0,18.0,-77.0,4.0,6153.0,27902.0,15.0,-83.0,4.0,6153.0,28033.0,20.0,-73.0,4.0,6153.0,27911.0,14.0,-85.0,4.0,1,1.53e+12,89,38.0,24.0,37.0,21.0,43.0,121.494823,31.285815,121.498646,31.28425,121.495261,31.288196,121.503581,31.28534,121.497323,31.285173,121.498572,31.286194,121.4945195,31.28579456,11
1248,12,6153,28020,31,-51,4,6153,28033,27,-59,4,6153.0,27903.0,28.0,-57.0,4.0,6153.0,27902.0,28.0,-57.0,4.0,6153.0,28021.0,23.0,-67.0,4.0,6153.0,27913.0,22.0,-69.0,4.0,0,1.52e+12,25,21.0,19.0,37.0,22.0,38.0,121.498923,31.281691,121.497323,31.285173,121.494429,31.278097,121.503581,31.28534,121.499699,31.276899,121.498646,31.28425,121.4963484,31.28278961,36
136,0,4199,29753,24,-65,4,4199,18639,20,-73,4,4199.0,29752.0,23.0,-67.0,4.0,4199.0,18467.0,16.0,-81.0,4.0,4199.0,29751.0,22.0,-69.0,4.0,4199.0,12499.0,16.0,-81.0,4.0,1,1.52e+12,5,4.0,6.0,2.0,9.0,1.0,121.492659,31.283734,121.490939,31.28661,121.494757,31.284161,121.496847,31.283612,121.49346,31.285513,121.485106,31.285941,121.4936479,31.28480624,34
1774,15,6153,28032,26,-61,4,6153,27913,17,-79,4,6153.0,27903.0,22.0,-69.0,4.0,6153.0,27912.0,28.0,-57.0,4.0,6362.0,41027.0,17.0,-79.0,4.0,0.0,0.0,17.0,-79.0,4.0,0,1.51e+12,18,38.0,19.0,23.0,59.0,-999.0,121.50187,31.284054,121.498646,31.28425,121.494429,31.278097,121.501757,31.285306,121.509291,31.286813,-999.0,-999.0,121.4969439,31.28375822,17
5676,22,6153,28033,29,-55,4,6153,27903,15,-83,4,6153.0,28020.0,15.0,-83.0,4.0,6153.0,28031.0,18.0,-77.0,4.0,6153.0,27902.0,14.0,-85.0,4.0,6153.0,27913.0,20.0,-73.0,4.0,1,1.53e+12,21,19.0,25.0,24.0,37.0,38.0,121.497323,31.285173,121.494429,31.278097,121.498923,31.281691,121.495261,31.288196,121.503581,31.28534,121.498646,31.28425,121.4978717,31.28491226,21
960,7,4199,12499,25,-63,4,4199,29741,19,-75,4,4199.0,18638.0,22.0,-69.0,4.0,4199.0,29743.0,21.0,-71.0,4.0,0.0,0.0,23.0,-67.0,4.0,0.0,0.0,20.0,-73.0,4.0,0,1.52e+12,1,14.0,10.0,27.0,-999.0,-999.0,121.485106,31.285941,121.495055,31.288492,121.492016,31.295198,121.493918,31.287768,-999.0,-999.0,-999.0,-999.0,121.4968838,31.28226504,46
5909,22,6153,27912,30,-53,4,6153,27903,17,-79,4,6153.0,28031.0,19.0,-75.0,4.0,6153.0,27911.0,18.0,-77.0,4.0,6153.0,28032.0,28.0,-57.0,4.0,6153.0,28021.0,17.0,-79.0,4.0,1,1.53e+12,23,19.0,24.0,43.0,18.0,22.0,121.501757,31.285306,121.494429,31.278097,121.495261,31.288196,121.498572,31.286194,121.50187,31.284054,121.499699,31.276899,121.4999142,31.2850239,28
6163,22,6153,28032,29,-55,4,6362,30088,18,-77,4,6153.0,27912.0,28.0,-57.0,4.0,6153.0,28021.0,17.0,-79.0,4.0,6362.0,29949.0,16.0,-81.0,4.0,6153.0,27913.0,17.0,-79.0,4.0,1,1.53e+12,18,102.0,23.0,22.0,20.0,38.0,121.50187,31.284054,121.502488,31.283954,121.501757,31.285306,121.499699,31.276899,121.508039,31.286935,121.498646,31.28425,121.5030086,31.28369429,35
4111,18,6153,27930,17,-79,4,6153,28028,16,-81,4,6153.0,27902.0,15.0,-83.0,4.0,6153.0,27903.0,12.0,-89.0,4.0,6153.0,28055.0,13.0,-87.0,4.0,6153.0,28020.0,12.0,-89.0,4.0,1,1.53e+12,42,93.0,37.0,19.0,92.0,25.0,121.494086,31.282709,121.496234,31.288351,121.503581,31.28534,121.494429,31.278097,121.492476,31.281395,121.498923,31.281691,121.4972716,31.287838,0
2338,16,6362,29967,19,-75,4,6362,29968,19,-75,4,6362.0,30074.0,21.0,-71.0,4.0,6362.0,30075.0,21.0,-71.0,4.0,6153.0,28021.0,18.0,-77.0,4.0,6362.0,30095.0,17.0,-79.0,4.0,1,1.51e+12,47,52.0,48.0,40.0,22.0,53.0,121.511947,31.281646,121.504264,31.277168,121.51078,31.282514,121.505676,31.279911,121.499699,31.276899,121.51017,31.279698,121.5102002,31.27966135,3
5735,22,6153,28033,27,-59,4,6153,28031,24,-65,4,6153.0,27913.0,26.0,-61.0,4.0,6153.0,28021.0,17.0,-79.0,4.0,6153.0,27902.0,16.0,-81.0,4.0,6153.0,28032.0,16.0,-81.0,4.0,1,1.53e+12,21,24.0,38.0,22.0,37.0,18.0,121.497323,31.285173,121.495261,31.288196,121.498646,31.28425,121.499699,31.276899,121.503581,31.28534,121.50187,31.284054,121.4987709,31.28447783,41
2017,16,6153,28020,27,-59,4,6153,27902,24,-65,4,6153.0,28033.0,27.0,-59.0,4.0,6153.0,27903.0,21.0,-71.0,4.0,6153.0,27913.0,22.0,-69.0,4.0,6153.0,28021.0,22.0,-69.0,4.0,1,1.51e+12,25,37.0,21.0,19.0,38.0,22.0,121.498923,31.281691,121.503581,31.28534,121.497323,31.285173,121.494429,31.278097,121.498646,31.28425,121.499699,31.276899,121.4968158,31.2841407,17
3160,17,6153,27913,28,-57,4,6153,28021,24,-65,4,6153.0,27912.0,24.0,-65.0,4.0,6153.0,27852.0,24.0,-65.0,4.0,6153.0,28033.0,24.0,-65.0,4.0,6153.0,28032.0,28.0,-57.0,4.0,0,1.52e+12,38,22.0,23.0,84.0,21.0,18.0,121.498646,31.28425,121.499699,31.276899,121.501757,31.285306,121.494492,31.278723,121.497323,31.285173,121.50187,31.284054,121.5101522,31.27946348,3
4965,20,6153,27905,31,-51,4,6153,27913,25,-63,4,6153.0,28031.0,22.0,-69.0,4.0,6153.0,27911.0,22.0,-69.0,4.0,6153.0,28023.0,27.0,-59.0,4.0,6153.0,28033.0,31.0,-51.0,4.0,1,1.53e+12,87,38.0,24.0,43.0,96.0,21.0,121.486917,31.274206,121.498646,31.28425,121.495261,31.288196,121.498572,31.286194,121.496873,31.284712,121.497323,31.285173,121.4955618,31.28469078,50
2648,17,6305,17274,30,-53,4,6305,17144,27,-59,4,6362.0,29967.0,18.0,-77.0,4.0,6305.0,17146.0,15.0,-83.0,4.0,6305.0,17275.0,17.0,-79.0,4.0,6305.0,17145.0,17.0,-79.0,4.0,0,1.52e+12,54,57.0,47.0,74.0,75.0,76.0,121.51148,31.278201,121.505035,31.283008,121.511947,31.281646,121.505542,31.273821,121.50996,31.275711,121.511609,31.277959,121.5101522,31.27946348,3
5427,21,4199,29752,22,-69,4,4199,12499,22,-69,4,4199.0,29753.0,19.0,-75.0,4.0,4199.0,29742.0,23.0,-67.0,4.0,4199.0,29751.0,15.0,-83.0,4.0,4199.0,18539.0,16.0,-81.0,4.0,1,1.53e+12,6,1.0,5.0,12.0,9.0,13.0,121.494757,31.284161,121.485106,31.285941,121.492659,31.283734,121.495039,31.296587,121.49346,31.285513,121.499165,31.284763,121.4956217,31.28499067,50
6210,22,6153,28032,30,-53,4,6362,30088,21,-71,4,6153.0,27912.0,31.0,-51.0,4.0,6362.0,29949.0,21.0,-71.0,4.0,6153.0,28021.0,23.0,-67.0,4.0,6153.0,28020.0,19.0,-75.0,4.0,1,1.53e+12,18,102.0,23.0,20.0,22.0,25.0,121.50187,31.284054,121.502488,31.283954,121.501757,31.285306,121.508039,31.286935,121.499699,31.276899,121.498923,31.281691,121.5027766,31.2839005,18
3710,18,6153,27912,21,-71,4,6153,28032,15,-83,4,6362.0,29949.0,16.0,-81.0,4.0,6362.0,30071.0,13.0,-87.0,4.0,6153.0,28031.0,14.0,-85.0,4.0,6153.0,27940.0,13.0,-87.0,4.0,1,1.53e+12,23,18.0,20.0,64.0,24.0,58.0,121.501757,31.285306,121.50187,31.284054,121.508039,31.286935,121.503121,31.288529,121.495261,31.288196,121.497584,31.27897,121.5015167,31.28710923,6
1155,10,4199,29752,31,-51,4,4199,29742,23,-67,4,4199.0,18539.0,24.0,-65.0,4.0,4199.0,29753.0,24.0,-65.0,4.0,4199.0,18537.0,20.0,-73.0,4.0,4199.0,12499.0,20.0,-73.0,4.0,1,1.52e+12,6,12.0,13.0,5.0,26.0,1.0,121.494757,31.284161,121.495039,31.296587,121.499165,31.284763,121.492659,31.283734,121.499263,31.287606,121.485106,31.285941,121.4954604,31.28455585,37
2246,16,6362,30073,29,-55,4,6153,28032,12,-89,4,6362.0,30075.0,18.0,-77.0,4.0,6362.0,29966.0,21.0,-71.0,4.0,6362.0,29968.0,16.0,-81.0,4.0,6362.0,29967.0,14.0,-85.0,4.0,1,1.51e+12,55,18.0,40.0,56.0,52.0,47.0,121.507842,31.28561,121.50187,31.284054,121.505676,31.279911,121.507277,31.283308,121.504264,31.277168,121.511947,31.281646,121.5069509,31.28325162,27
134,0,4199,29753,26,-61,4,4199,18639,20,-73,4,4199.0,29752.0,22.0,-69.0,4.0,4199.0,18467.0,17.0,-79.0,4.0,4199.0,29751.0,22.0,-69.0,4.0,-1.0,0.0,-1.0,-1.0,-1.0,1,1.52e+12,5,4.0,6.0,2.0,9.0,-999.0,121.492659,31.283734,121.490939,31.28661,121.494757,31.284161,121.496847,31.283612,121.49346,31.285513,-999.0,-999.0,121.4936012,31.28479948,34
4608,19,6153,27913,25,-63,4,6153,28021,16,-81,4,6153.0,28032.0,15.0,-83.0,4.0,6153.0,28033.0,19.0,-75.0,4.0,6153.0,27903.0,18.0,-77.0,4.0,6153.0,27902.0,19.0,-75.0,4.0,0,1.53e+12,38,22.0,18.0,21.0,19.0,37.0,121.498646,31.28425,121.499699,31.276899,121.50187,31.284054,121.497323,31.285173,121.494429,31.278097,121.503581,31.28534,121.4987591,31.28460714,41
5581,22,6153,28033,28,-57,4,6153,27903,23,-67,4,6153.0,28021.0,19.0,-75.0,4.0,6153.0,27902.0,25.0,-63.0,4.0,6153.0,27913.0,25.0,-63.0,4.0,6153.0,28020.0,20.0,-73.0,4.0,1,1.53e+12,21,19.0,22.0,37.0,38.0,25.0,121.497323,31.285173,121.494429,31.278097,121.499699,31.276899,121.503581,31.28534,121.498646,31.28425,121.498923,31.281691,121.4970886,31.28434984,17
5267,21,4199,29742,27,-59,4,4199,12499,25,-63,4,4199.0,29743.0,25.0,-63.0,4.0,4199.0,29712.0,17.0,-79.0,4.0,4199.0,29741.0,17.0,-79.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1.53e+12,12,1.0,27.0,15.0,14.0,-999.0,121.495039,31.296587,121.485106,31.285941,121.493918,31.287768,121.49169,31.290129,121.495055,31.288492,-999.0,-999.0,121.495047,31.2866542,53
3663,18,6153,27912,19,-75,4,6153,28032,19,-75,4,6362.0,29949.0,16.0,-81.0,4.0,6153.0,27902.0,13.0,-87.0,4.0,6362.0,30071.0,14.0,-85.0,4.0,6153.0,28031.0,14.0,-85.0,4.0,1,1.53e+12,23,18.0,20.0,37.0,64.0,24.0,121.501757,31.285306,121.50187,31.284054,121.508039,31.286935,121.503581,31.28534,121.503121,31.288529,121.495261,31.288196,121.5019761,31.28671758,15
995,7,4199,18639,28,-57,4,4199,18638,23,-67,4,4199.0,29751.0,31.0,-51.0,4.0,4199.0,12499.0,23.0,-67.0,4.0,4199.0,29742.0,25.0,-63.0,4.0,4199.0,29752.0,21.0,-71.0,4.0,0,1.52e+12,4,10.0,9.0,1.0,12.0,6.0,121.490939,31.28661,121.492016,31.295198,121.49346,31.285513,121.485106,31.285941,121.495039,31.296587,121.494757,31.284161,121.4968838,31.28226504,46
3864,18,6153,28031,21,-71,4,6153,27902,10,-93,3,6153.0,27912.0,12.0,-89.0,4.0,6153.0,27913.0,10.0,-93.0,3.0,6185.0,28102.0,14.0,-85.0,4.0,0.0,0.0,9.0,-95.0,3.0,1,1.53e+12,24,37.0,23.0,38.0,91.0,-999.0,121.495261,31.288196,121.503581,31.28534,121.501757,31.285306,121.498646,31.28425,121.480695,31.295819,-999.0,-999.0,121.4996941,31.28744146,8
5215,21,4199,12499,25,-63,4,4199,29742,24,-65,4,4199.0,29712.0,17.0,-79.0,4.0,4199.0,29751.0,18.0,-77.0,4.0,4199.0,18539.0,15.0,-83.0,4.0,-999.0,0.0,-999.0,-999.0,-999.0,1,1.53e+12,1,12.0,15.0,9.0,13.0,-999.0,121.485106,31.285941,121.495039,31.296587,121.49169,31.290129,121.49346,31.285513,121.499165,31.284763,-999.0,-999.0,121.4943927,31.28622966,11
5310,21,4199,29742,24,-65,4,4199,12499,20,-73,4,4199.0,29743.0,15.0,-83.0,4.0,4199.0,29741.0,16.0,-81.0,4.0,4199.0,29752.0,18.0,-77.0,4.0,4199.0,29753.0,16.0,-81.0,4.0,1,1.53e+12,12,1.0,27.0,14.0,6.0,5.0,121.495039,31.296587,121.485106,31.285941,121.493918,31.287768,121.495055,31.288492,121.494757,31.284161,121.492659,31.283734,121.4957465,31.28629017,1
1686,15,6153,27913,31,-51,4,6153,27902,22,-69,4,6153.0,28020.0,24.0,-65.0,4.0,6362.0,30075.0,19.0,-75.0,4.0,6153.0,28021.0,26.0,-61.0,4.0,6153.0,28033.0,31.0,-51.0,4.0,0,1.51e+12,38,37.0,25.0,40.0,22.0,21.0,121.498646,31.28425,121.503581,31.28534,121.498923,31.281691,121.505676,31.279911,121.499699,31.276899,121.497323,31.285173,121.4969439,31.28375822,17
1131,9,4199,18538,31,-51,4,4199,18319,20,-73,4,4199.0,18317.0,26.0,-61.0,4.0,4199.0,18537.0,20.0,-73.0,4.0,4199.0,18318.0,20.0,-73.0,4.0,4199.0,18467.0,19.0,-75.0,4.0,1,1.52e+12,29,34.0,32.0,26.0,35.0,2.0,121.502463,31.284142,121.501661,31.28321,121.500524,31.287906,121.499263,31.287606,121.506933,31.28703,121.496847,31.283612,121.5013477,31.28603396,31
2320,16,6362,30075,23,-67,4,6362,29968,20,-73,4,6362.0,29967.0,26.0,-61.0,4.0,6362.0,30074.0,20.0,-73.0,4.0,6362.0,30073.0,18.0,-77.0,4.0,0.0,0.0,15.0,-83.0,4.0,1,1.51e+12,40,52.0,47.0,48.0,55.0,-999.0,121.505676,31.279911,121.504264,31.277168,121.511947,31.281646,121.51078,31.282514,121.507842,31.28561,-999.0,-999.0,121.5097286,31.2800097,52
4296,18,6153,27902,19,-75,4,6153,28020,18,-77,4,6153.0,27903.0,15.0,-83.0,4.0,6153.0,28031.0,18.0,-77.0,4.0,6153.0,27911.0,15.0,-83.0,4.0,6153.0,28033.0,19.0,-75.0,4.0,1,1.53e+12,37,25.0,19.0,24.0,43.0,21.0,121.503581,31.28534,121.498923,31.281691,121.494429,31.278097,121.495261,31.288196,121.498572,31.286194,121.497323,31.285173,121.4960162,31.28631579,1
3634,18,6153,27912,22,-69,4,6153,28032,19,-75,4,6362.0,30073.0,17.0,-79.0,4.0,6362.0,29949.0,16.0,-81.0,4.0,6153.0,27902.0,13.0,-87.0,4.0,6153.0,28021.0,14.0,-85.0,4.0,1,1.53e+12,23,18.0,55.0,20.0,37.0,22.0,121.501757,31.285306,121.50187,31.284054,121.507842,31.28561,121.508039,31.286935,121.503581,31.28534,121.499699,31.276899,121.5019246,31.28631428,19
1585,15,6153,28033,29,-55,4,6153,28021,17,-79,4,6153.0,27902.0,21.0,-71.0,4.0,6153.0,27913.0,25.0,-63.0,4.0,6153.0,27903.0,19.0,-75.0,4.0,6153.0,28020.0,17.0,-79.0,4.0,0,1.51e+12,21,22.0,37.0,38.0,19.0,25.0,121.497323,31.285173,121.499699,31.276899,121.503581,31.28534,121.498646,31.28425,121.494429,31.278097,121.498923,31.281691,121.4968758,31.28378431,17
302,1,6153,28032,31,-51,4,6153,27903,20,-73,4,6362.0,29949.0,17.0,-79.0,4.0,6153.0,28021.0,18.0,-77.0,4.0,6153.0,27912.0,26.0,-61.0,4.0,6153.0,28033.0,17.0,-79.0,4.0,0,1.52e+12,18,19.0,20.0,22.0,23.0,21.0,121.50187,31.284054,121.494429,31.278097,121.508039,31.286935,121.499699,31.276899,121.501757,31.285306,121.497323,31.285173,121.5005191,31.28495869,28
4283,18,6153,27902,19,-75,4,6153,28020,18,-77,4,6153.0,27903.0,16.0,-81.0,4.0,6153.0,27913.0,13.0,-87.0,4.0,6153.0,28031.0,19.0,-75.0,4.0,6153.0,27911.0,17.0,-79.0,4.0,1,1.53e+12,37,25.0,19.0,38.0,24.0,43.0,121.503581,31.28534,121.498923,31.281691,121.494429,31.278097,121.498646,31.28425,121.495261,31.288196,121.498572,31.286194,121.4960743,31.28647285,23
95,0,4199,29753,22,-69,4,4199,18639,19,-75,4,4199.0,29752.0,21.0,-71.0,4.0,4199.0,29751.0,23.0,-67.0,4.0,4199.0,12499.0,19.0,-75.0,4.0,4199.0,18467.0,19.0,-75.0,4.0,1,1.52e+12,5,4.0,6.0,9.0,1.0,2.0,121.492659,31.283734,121.490939,31.28661,121.494757,31.284161,121.49346,31.285513,121.485106,31.285941,121.496847,31.283612,121.4928633,31.28475225,10
2120,16,6153,28032,31,-51,4,6153,27903,19,-75,4,6153.0,28021.0,21.0,-71.0,4.0,6153.0,27912.0,31.0,-51.0,4.0,6362.0,30073.0,20.0,-73.0,4.0,0.0,0.0,18.0,-77.0,4.0,1,1.51e+12,18,19.0,22.0,23.0,55.0,-999.0,121.50187,31.284054,121.494429,31.278097,121.499699,31.276899,121.501757,31.285306,121.507842,31.28561,-999.0,-999.0,121.5016265,31.2847025,44
